indicator,type,source,first_seen,last_seen,confidence,score,sightings,tlp,tags,reference,context
40[.]124[.]185[.]191,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]185[.]212,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]185[.]213,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]185[.]230,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]185[.]240,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]185[.]56,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]100,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]103,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]115,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]118,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]138,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]146,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]35,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]71,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]80,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]81,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]85,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]88,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]92,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]93,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]96,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]186[.]99,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]187[.]3,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]187[.]52,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]81[.]155,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]81[.]186,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]81[.]253,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]81[.]69,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]81[.]75,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]81[.]97,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]1,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]11,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]143,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]164,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]179,ipv4,blocklist_de_ssh,2026-09-04T09:13:45Z,2026-09-04T09:13:45Z,medium,60,1,CLEAR,"blocklist,bruteforce,ssh",https://www.blocklist.de/en/,Blocklist entry from blocklist_de_ssh
40[.]124[.]82[.]180,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]183,ipv4,"binarydefense_banlist,ci_army_list",2026-09-04T09:13:46Z,2026-09-04T09:13:47Z,medium,68,1,CLEAR,"binarydefense,blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]195,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]211,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]215,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]219,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]236,ipv4,"ci_army_list,ipsum_level5",2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,68,1,CLEAR,"aggregated,blocklist,cins,ipsum,multi-list,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]247,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]26,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]80,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]82,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]82[.]90,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]83[.]18,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]83[.]3,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]124[.]83[.]7,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]125[.]42[.]10,ipv4,blocklist_de_ssh,2026-09-04T09:13:45Z,2026-09-04T09:13:45Z,medium,60,1,CLEAR,"blocklist,bruteforce,ssh",https://www.blocklist.de/en/,Blocklist entry from blocklist_de_ssh
40[.]132[.]124[.]58,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]160[.]79,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]162[.]136,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]162[.]172,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]169[.]102,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]170[.]132,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]170[.]17,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]170[.]53,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]171[.]131,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]171[.]68,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]178[.]96,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]179[.]199,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]179[.]206,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]179[.]210,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]179[.]227,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]67[.]179[.]28,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]68[.]94[.]149,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]69[.]208[.]247,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]208[.]142,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]208[.]182,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]208[.]250,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]208[.]254,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]208[.]68,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]208[.]81,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]209[.]102,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]209[.]28,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]209[.]38,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]209[.]4,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]209[.]82,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]209[.]99,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]210[.]115,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]210[.]138,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]210[.]34,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]210[.]61,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]210[.]83,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]210[.]85,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]74[.]211[.]78,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]100[.]1,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]114[.]161,ipv4,"binarydefense_banlist,ci_army_list",2026-09-04T09:13:46Z,2026-09-04T09:13:47Z,medium,68,1,CLEAR,"binarydefense,blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]122[.]49,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]123[.]99,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]124[.]72,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]142[.]168,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]142[.]171,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]176[.]43,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]253[.]28,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]253[.]60,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]76[.]99[.]152,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]78[.]155[.]180,ipv4,blocklist_de_ssh,2026-09-04T09:13:45Z,2026-09-04T09:13:45Z,medium,60,1,CLEAR,"blocklist,bruteforce,ssh",https://www.blocklist.de/en/,Blocklist entry from blocklist_de_ssh
40[.]80[.]200[.]216,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]201[.]171,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]201[.]206,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]201[.]230,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]201[.]32,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]108,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]148,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]152,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]158,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]162,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]179,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]189,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]190,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]198,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]202[.]240,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]103,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]123,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]124,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]148,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]201,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]218,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]4,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]60,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]75,ipv4,ci_army_list,2026-09-04T09:13:46Z,2026-09-04T09:13:46Z,medium,60,1,CLEAR,"blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]80[.]203[.]98,ipv4,"binarydefense_banlist,ci_army_list",2026-09-04T09:13:46Z,2026-09-04T09:13:47Z,medium,68,1,CLEAR,"binarydefense,blocklist,cins,scanner",https://cinsscore.com/,Blocklist entry from ci_army_list
40[.]81[.]16[.]11,ipv4,blocklist_de_ssh,2026-09-04T09:13:45Z,2026-09-04T09:13:45Z,medium,60,1,CLEAR,"blocklist,bruteforce,ssh",https://www.blocklist.de/en/,Blocklist entry from blocklist_de_ssh
40[.]81[.]16[.]211,ipv4,blocklist_de_ssh,2026-09-04T09:13:45Z,2026-09-04T09:13:45Z,medium,60,1,CLEAR,"blocklist,bruteforce,ssh",https://www.blocklist.de/en/,Blocklist entry from blocklist_de_ssh
